id,molecule_name,atom_index_0,atom_index_1,type,scalar_coupling_constant
1177152,dsgdb9nsd_039287,14,5,2JHC,0.37715
1177153,dsgdb9nsd_039287,14,7,3JHC,0.204233
1177154,dsgdb9nsd_039287,14,8,2JHC,0.6592210000000001
1177155,dsgdb9nsd_039287,14,15,3JHH,6.884239999999999
1177156,dsgdb9nsd_039287,14,16,3JHH,5.5707699999999996
1177157,dsgdb9nsd_039287,14,18,3JHH,6.87637
1177158,dsgdb9nsd_039287,15,3,3JHC,1.75194
1177159,dsgdb9nsd_039287,15,4,2JHC,1.5472299999999999
1177160,dsgdb9nsd_039287,15,5,1JHC,82.5961
1177161,dsgdb9nsd_039287,15,7,3JHC,7.79413
1177162,dsgdb9nsd_039287,15,8,3JHC,4.08878
1177163,dsgdb9nsd_039287,15,16,2JHH,-7.45661
1177164,dsgdb9nsd_039287,16,3,3JHC,7.24643
1177165,dsgdb9nsd_039287,16,4,2JHC,0.8366180000000001
1177166,dsgdb9nsd_039287,16,5,1JHC,95.6094
1177167,dsgdb9nsd_039287,16,7,3JHC,-0.401291
1177168,dsgdb9nsd_039287,16,8,3JHC,0.10373800000000001
1177169,dsgdb9nsd_039287,17,0,2JHC,2.39662
1177170,dsgdb9nsd_039287,17,1,3JHC,4.79439
1177171,dsgdb9nsd_039287,17,4,3JHC,2.58435
1177172,dsgdb9nsd_039287,17,5,3JHC,7.576960000000001
1177173,dsgdb9nsd_039287,17,7,1JHC,88.0564
1177174,dsgdb9nsd_039287,17,8,2JHC,1.4269999999999998
1177175,dsgdb9nsd_039287,17,18,3JHH,3.97854
1177176,dsgdb9nsd_039287,18,0,3JHC,6.93595
1177177,dsgdb9nsd_039287,18,1,2JHC,1.89877
1177178,dsgdb9nsd_039287,18,3,3JHC,0.9258360000000001
1177179,dsgdb9nsd_039287,18,4,2JHC,1.42919
1177180,dsgdb9nsd_039287,18,5,3JHC,3.69259
1177181,dsgdb9nsd_039287,18,7,2JHC,2.3983
1177182,dsgdb9nsd_039287,18,8,1JHC,76.1702
1179857,dsgdb9nsd_039342,9,0,1JHC,85.436
1179858,dsgdb9nsd_039342,9,1,2JHC,-0.09476
1179859,dsgdb9nsd_039342,9,2,3JHC,3.2760700000000003
1179860,dsgdb9nsd_039342,9,7,3JHC,5.510759999999999
1179861,dsgdb9nsd_039342,9,10,2JHH,-7.73838
1179862,dsgdb9nsd_039342,9,11,3JHH,3.3067800000000003
1179863,dsgdb9nsd_039342,9,12,3JHH,7.635339999999999
1179864,dsgdb9nsd_039342,10,0,1JHC,91.6966
1179865,dsgdb9nsd_039342,10,1,2JHC,1.13469
1179866,dsgdb9nsd_039342,10,2,3JHC,0.606237
1179867,dsgdb9nsd_039342,10,7,3JHC,-0.285992
1179868,dsgdb9nsd_039342,10,11,3JHH,8.41046
1179869,dsgdb9nsd_039342,10,12,3JHH,4.25738
1179870,dsgdb9nsd_039342,11,0,2JHC,-0.751922
1179871,dsgdb9nsd_039342,11,1,1JHC,85.8484
1179872,dsgdb9nsd_039342,11,2,2JHC,-4.54115
1179873,dsgdb9nsd_039342,11,3,3JHN,0.605314
1179874,dsgdb9nsd_039342,11,4,3JHC,5.51725
1179875,dsgdb9nsd_039342,11,7,3JHC,-0.255038
1179876,dsgdb9nsd_039342,11,12,2JHH,-11.0594
1179877,dsgdb9nsd_039342,12,0,2JHC,0.2996
1179878,dsgdb9nsd_039342,12,1,1JHC,87.0621
1179879,dsgdb9nsd_039342,12,2,2JHC,-4.30086
1179880,dsgdb9nsd_039342,12,3,3JHN,-0.124412
1179881,dsgdb9nsd_039342,12,4,3JHC,4.31186
1179882,dsgdb9nsd_039342,12,7,3JHC,3.44671
1179883,dsgdb9nsd_039342,13,1,3JHC,2.2077299999999997
1179884,dsgdb9nsd_039342,13,2,2JHC,0.259671
1179885,dsgdb9nsd_039342,13,3,1JHN,37.3061
1179886,dsgdb9nsd_039342,13,4,2JHC,0.029058999999999998
1179887,dsgdb9nsd_039342,13,5,3JHC,4.85895
1179888,dsgdb9nsd_039342,13,7,3JHC,4.2946599999999995
1179889,dsgdb9nsd_039342,13,14,3JHH,4.888669999999999
1179890,dsgdb9nsd_039342,14,1,3JHC,1.89818
1179891,dsgdb9nsd_039342,14,2,2JHC,0.191375
1179892,dsgdb9nsd_039342,14,3,2JHN,6.0920000000000005
1179893,dsgdb9nsd_039342,14,4,1JHC,113.54700000000001
1179894,dsgdb9nsd_039342,14,5,2JHC,8.20458
1179895,dsgdb9nsd_039342,14,6,3JHC,5.3316099999999995
1179896,dsgdb9nsd_039342,14,7,3JHC,0.919751
1179897,dsgdb9nsd_039342,14,15,3JHH,0.050993000000000004
1179898,dsgdb9nsd_039342,14,16,3JHH,2.7965400000000002
1179899,dsgdb9nsd_039342,15,2,3JHC,5.61954
1179900,dsgdb9nsd_039342,15,3,3JHN,0.29172800000000004
1179901,dsgdb9nsd_039342,15,4,2JHC,-2.11707
1179902,dsgdb9nsd_039342,15,5,1JHC,81.4257
1179903,dsgdb9nsd_039342,15,6,2JHC,0.787879
1179904,dsgdb9nsd_039342,15,7,3JHC,5.33005
1179905,dsgdb9nsd_039342,15,16,2JHH,-12.2816
1179906,dsgdb9nsd_039342,15,17,3JHH,7.62478
1179907,dsgdb9nsd_039342,15,18,3JHH,0.619516
1179908,dsgdb9nsd_039342,16,2,3JHC,-0.199673
1179909,dsgdb9nsd_039342,16,3,3JHN,0.552262
1179910,dsgdb9nsd_039342,16,4,2JHC,-0.500138
1179911,dsgdb9nsd_039342,16,5,1JHC,82.6442
1179912,dsgdb9nsd_039342,16,6,2JHC,-2.4129
1179913,dsgdb9nsd_039342,16,7,3JHC,0.097664
1179914,dsgdb9nsd_039342,16,17,3JHH,7.799919999999999
1179915,dsgdb9nsd_039342,16,18,3JHH,8.56528
1179916,dsgdb9nsd_039342,17,2,3JHC,0.20267000000000002
1179917,dsgdb9nsd_039342,17,4,3JHC,0.052386
1179918,dsgdb9nsd_039342,17,5,2JHC,-1.52354
1179919,dsgdb9nsd_039342,17,6,1JHC,79.9036
1179920,dsgdb9nsd_039342,17,7,2JHC,0.796087
1179921,dsgdb9nsd_039342,17,18,2JHH,-13.2079
1179922,dsgdb9nsd_039342,17,19,3JHH,4.77395
1179923,dsgdb9nsd_039342,18,2,3JHC,4.04743
1179924,dsgdb9nsd_039342,18,4,3JHC,5.53176
1179925,dsgdb9nsd_039342,18,5,2JHC,-0.158136
1179926,dsgdb9nsd_039342,18,6,1JHC,84.0783
1179927,dsgdb9nsd_039342,18,7,2JHC,-3.6493800000000003
1179928,dsgdb9nsd_039342,18,19,3JHH,0.092414
1179929,dsgdb9nsd_039342,19,0,3JHC,-0.159141
1179930,dsgdb9nsd_039342,19,1,3JHC,0.6947300000000001
1179931,dsgdb9nsd_039342,19,2,2JHC,2.63271
1179932,dsgdb9nsd_039342,19,3,3JHN,0.064698
1179933,dsgdb9nsd_039342,19,4,3JHC,5.2920300000000005
1179934,dsgdb9nsd_039342,19,5,3JHC,5.410909999999999
1179935,dsgdb9nsd_039342,19,6,2JHC,5.25833
1179936,dsgdb9nsd_039342,19,7,1JHC,86.8148
1181357,dsgdb9nsd_039377,9,0,1JHC,106.881
1181358,dsgdb9nsd_039377,9,1,2JHC,-0.765415
1181359,dsgdb9nsd_039377,9,2,3JHC,5.42733
1181360,dsgdb9nsd_039377,9,7,3JHC,6.2405800000000005
1181361,dsgdb9nsd_039377,9,8,2JHC,-0.49868
1181362,dsgdb9nsd_039377,9,10,2JHH,-3.24395
1181363,dsgdb9nsd_039377,9,11,3JHH,5.12398
1181364,dsgdb9nsd_039377,9,22,3JHH,4.26431
1181365,dsgdb9nsd_039377,10,0,1JHC,102.48
1181366,dsgdb9nsd_039377,10,1,2JHC,-0.646042
1181367,dsgdb9nsd_039377,10,2,3JHC,2.01326
1181368,dsgdb9nsd_039377,10,7,3JHC,2.3961900000000003
1181369,dsgdb9nsd_039377,10,8,2JHC,-0.534047
1181370,dsgdb9nsd_039377,10,11,3JHH,7.887810000000001
1181371,dsgdb9nsd_039377,10,22,3JHH,7.13179
1181372,dsgdb9nsd_039377,11,0,2JHC,-1.42371
1181373,dsgdb9nsd_039377,11,1,1JHC,98.1093
1181374,dsgdb9nsd_039377,11,2,2JHC,1.8202599999999998
1181375,dsgdb9nsd_039377,11,3,3JHC,4.43609
1181376,dsgdb9nsd_039377,11,7,3JHC,2.3447299999999998
1181377,dsgdb9nsd_039377,11,8,2JHC,-0.259157
1181378,dsgdb9nsd_039377,11,12,3JHH,8.019919999999999
1181379,dsgdb9nsd_039377,11,13,3JHH,0.68599
1181380,dsgdb9nsd_039377,11,22,3JHH,7.489739999999999
1181381,dsgdb9nsd_039377,12,0,3JHC,4.54597
1181382,dsgdb9nsd_039377,12,1,2JHC,-2.91242
1181383,dsgdb9nsd_039377,12,2,1JHC,84.0572
1181384,dsgdb9nsd_039377,12,3,2JHC,-2.55655
1181385,dsgdb9nsd_039377,12,4,3JHC,2.6177200000000003
1181386,dsgdb9nsd_039377,12,8,3JHC,1.08384
1181387,dsgdb9nsd_039377,12,13,2JHH,-13.0198
1181388,dsgdb9nsd_039377,12,14,3JHH,3.35966
1181389,dsgdb9nsd_039377,12,15,3JHH,12.5861
1181390,dsgdb9nsd_039377,13,0,3JHC,5.82635
1181391,dsgdb9nsd_039377,13,1,2JHC,-2.9546
1181392,dsgdb9nsd_039377,13,2,1JHC,81.8863
1181393,dsgdb9nsd_039377,13,3,2JHC,-1.62516
1181394,dsgdb9nsd_039377,13,4,3JHC,7.9318800000000005
1181395,dsgdb9nsd_039377,13,8,3JHC,4.13291
1181396,dsgdb9nsd_039377,13,14,3JHH,3.91935
1181397,dsgdb9nsd_039377,13,15,3JHH,3.01362
1181398,dsgdb9nsd_039377,14,1,3JHC,8.90943
1181399,dsgdb9nsd_039377,14,2,2JHC,-2.9069
1181400,dsgdb9nsd_039377,14,3,1JHC,80.8014
1181401,dsgdb9nsd_039377,14,4,2JHC,-5.15864
1181402,dsgdb9nsd_039377,14,5,3JHC,6.934819999999999
1181403,dsgdb9nsd_039377,14,15,2JHH,-12.2538
1181404,dsgdb9nsd_039377,14,16,3JHH,7.28735
1181405,dsgdb9nsd_039377,15,1,3JHC,2.6078900000000003
1181406,dsgdb9nsd_039377,15,2,2JHC,-2.53935
1181407,dsgdb9nsd_039377,15,3,1JHC,83.43799999999999
1181408,dsgdb9nsd_039377,15,4,2JHC,-2.92139
1181409,dsgdb9nsd_039377,15,5,3JHC,3.7835
1181410,dsgdb9nsd_039377,15,16,3JHH,7.3216600000000005
1181411,dsgdb9nsd_039377,16,2,3JHC,1.3316700000000001
1181412,dsgdb9nsd_039377,16,3,2JHC,6.613289999999999
1181413,dsgdb9nsd_039377,16,4,1JHC,109.35799999999999
1181414,dsgdb9nsd_039377,16,5,2JHC,-1.4863600000000001
1181415,dsgdb9nsd_039377,16,6,3JHC,10.3009
1181416,dsgdb9nsd_039377,16,17,3JHH,8.76432
1181417,dsgdb9nsd_039377,17,3,3JHC,9.708789999999999
1181418,dsgdb9nsd_039377,17,4,2JHC,-1.5233700000000001
1181419,dsgdb9nsd_039377,17,5,1JHC,112.384
1181420,dsgdb9nsd_039377,17,6,2JHC,5.81334
1181421,dsgdb9nsd_039377,17,7,3JHC,6.4579699999999995
1181422,dsgdb9nsd_039377,17,18,3JHH,5.57963
1181423,dsgdb9nsd_039377,17,19,3JHH,2.7008400000000004
1181424,dsgdb9nsd_039377,18,4,3JHC,7.38468
1181425,dsgdb9nsd_039377,18,5,2JHC,-5.88201
1181426,dsgdb9nsd_039377,18,6,1JHC,85.51700000000001
1181427,dsgdb9nsd_039377,18,7,2JHC,-2.2652
1181428,dsgdb9nsd_039377,18,8,3JHC,2.9117900000000003
1181429,dsgdb9nsd_039377,18,19,2JHH,-17.5003
1181430,dsgdb9nsd_039377,18,20,3JHH,3.93315
1181431,dsgdb9nsd_039377,18,21,3JHH,12.1154
1181432,dsgdb9nsd_039377,19,4,3JHC,5.72503
1181433,dsgdb9nsd_039377,19,5,2JHC,-6.223330000000001
1181434,dsgdb9nsd_039377,19,6,1JHC,79.4383
1181435,dsgdb9nsd_039377,19,7,2JHC,-1.46212
1181436,dsgdb9nsd_039377,19,8,3JHC,10.5173
1181437,dsgdb9nsd_039377,19,20,3JHH,3.22138
1181438,dsgdb9nsd_039377,19,21,3JHH,3.05515
1181439,dsgdb9nsd_039377,20,0,3JHC,0.222435
1181440,dsgdb9nsd_039377,20,1,3JHC,6.96708
1181441,dsgdb9nsd_039377,20,5,3JHC,8.19388
1181442,dsgdb9nsd_039377,20,6,2JHC,-1.9643599999999999
1181443,dsgdb9nsd_039377,20,7,1JHC,78.3632
1181444,dsgdb9nsd_039377,20,8,2JHC,-3.10962
1181445,dsgdb9nsd_039377,20,21,2JHH,-13.2901
1181446,dsgdb9nsd_039377,20,22,3JHH,4.08742
1181447,dsgdb9nsd_039377,21,0,3JHC,3.18401
1181448,dsgdb9nsd_039377,21,1,3JHC,0.8304959999999999
1181449,dsgdb9nsd_039377,21,5,3JHC,1.2037200000000001
1181450,dsgdb9nsd_039377,21,6,2JHC,-1.16345
1181451,dsgdb9nsd_039377,21,7,1JHC,84.0012
1181452,dsgdb9nsd_039377,21,8,2JHC,-2.86548
1181453,dsgdb9nsd_039377,21,22,3JHH,10.1513
1181454,dsgdb9nsd_039377,22,0,2JHC,-1.25789
1181455,dsgdb9nsd_039377,22,1,2JHC,0.267902
1181456,dsgdb9nsd_039377,22,2,3JHC,2.27609
1181457,dsgdb9nsd_039377,22,6,3JHC,1.24966
1181458,dsgdb9nsd_039377,22,7,2JHC,2.67732
1181459,dsgdb9nsd_039377,22,8,1JHC,96.2917
1187299,dsgdb9nsd_039506,9,0,1JHC,90.0845
1187300,dsgdb9nsd_039506,9,1,2JHC,-1.35824
1187301,dsgdb9nsd_039506,9,2,3JHC,1.3667200000000002
1187302,dsgdb9nsd_039506,9,7,3JHC,9.667019999999999
1187303,dsgdb9nsd_039506,9,10,2JHH,-9.95862
1187304,dsgdb9nsd_039506,9,11,3JHH,11.1879
1187305,dsgdb9nsd_039506,9,12,3JHH,4.10493
1187306,dsgdb9nsd_039506,10,0,1JHC,86.4383
1187307,dsgdb9nsd_039506,10,1,2JHC,3.4390400000000003
1187308,dsgdb9nsd_039506,10,2,3JHC,7.615589999999999
1187309,dsgdb9nsd_039506,10,7,3JHC,1.1258
1187310,dsgdb9nsd_039506,10,11,3JHH,4.9444099999999995
1187311,dsgdb9nsd_039506,10,12,3JHH,1.36163
1187312,dsgdb9nsd_039506,11,0,2JHC,-4.29266
1187313,dsgdb9nsd_039506,11,1,1JHC,88.6468
1187314,dsgdb9nsd_039506,11,2,2JHC,-1.58382
1187315,dsgdb9nsd_039506,11,3,3JHN,1.68982
1187316,dsgdb9nsd_039506,11,4,3JHC,1.7726
1187317,dsgdb9nsd_039506,11,12,2JHH,-12.8978
1187318,dsgdb9nsd_039506,11,13,3JHH,0.338624
1187319,dsgdb9nsd_039506,12,0,2JHC,1.26485
1187320,dsgdb9nsd_039506,12,1,1JHC,73.452
1187321,dsgdb9nsd_039506,12,2,2JHC,-3.45505
1187322,dsgdb9nsd_039506,12,3,3JHN,0.030012999999999998
1187323,dsgdb9nsd_039506,12,4,3JHC,4.30012
1187324,dsgdb9nsd_039506,12,13,3JHH,6.02325
1187325,dsgdb9nsd_039506,13,0,3JHC,5.1447199999999995
1187326,dsgdb9nsd_039506,13,1,2JHC,5.2287300000000005
1187327,dsgdb9nsd_039506,13,2,1JHC,101.84100000000001
1187328,dsgdb9nsd_039506,13,3,2JHN,0.397359
1187329,dsgdb9nsd_039506,13,4,2JHC,-0.18079
1187330,dsgdb9nsd_039506,13,5,3JHC,0.9525790000000001
1187331,dsgdb9nsd_039506,13,14,3JHH,9.60447
1187332,dsgdb9nsd_039506,13,15,3JHH,5.383769999999999
1187333,dsgdb9nsd_039506,14,1,3JHC,4.18077
1187334,dsgdb9nsd_039506,14,2,2JHC,-0.23931999999999998
1187335,dsgdb9nsd_039506,14,3,1JHN,32.3215
1187336,dsgdb9nsd_039506,14,4,2JHC,-0.376867
1187337,dsgdb9nsd_039506,14,5,3JHC,4.88181
1187338,dsgdb9nsd_039506,14,15,3JHH,9.01338
1187339,dsgdb9nsd_039506,15,1,3JHC,0.549289
1187340,dsgdb9nsd_039506,15,2,2JHC,-0.668496
1187341,dsgdb9nsd_039506,15,3,2JHN,0.23991700000000002
1187342,dsgdb9nsd_039506,15,4,1JHC,101.956
1187343,dsgdb9nsd_039506,15,5,2JHC,8.8067
1187344,dsgdb9nsd_039506,15,16,3JHH,4.9252400000000005
1187345,dsgdb9nsd_039506,15,17,3JHH,1.0859999999999999
1187346,dsgdb9nsd_039506,16,2,3JHC,0.7293029999999999
1187347,dsgdb9nsd_039506,16,3,3JHN,2.47142
1187348,dsgdb9nsd_039506,16,4,2JHC,1.5105
1187349,dsgdb9nsd_039506,16,5,1JHC,80.4825
1187350,dsgdb9nsd_039506,16,7,3JHC,6.3984
1187351,dsgdb9nsd_039506,16,17,2JHH,-11.3245
1187352,dsgdb9nsd_039506,17,2,3JHC,2.2149099999999997
1187353,dsgdb9nsd_039506,17,3,3JHN,1.1894
1187354,dsgdb9nsd_039506,17,4,2JHC,-3.11536
1187355,dsgdb9nsd_039506,17,5,1JHC,99.866
1187356,dsgdb9nsd_039506,17,7,3JHC,7.408530000000001
1187357,dsgdb9nsd_039506,18,0,3JHC,4.68724
1187358,dsgdb9nsd_039506,18,5,3JHC,8.69252
1187359,dsgdb9nsd_039506,18,7,1JHC,94.1781
1187360,dsgdb9nsd_039506,18,19,2JHH,-4.80919
1187361,dsgdb9nsd_039506,19,0,3JHC,8.864510000000001
1187362,dsgdb9nsd_039506,19,5,3JHC,1.90914
1187363,dsgdb9nsd_039506,19,7,1JHC,95.2518
1198138,dsgdb9nsd_039776,9,0,1JHC,102.368
1198139,dsgdb9nsd_039776,9,1,2JHC,-0.34578600000000004
1198140,dsgdb9nsd_039776,9,2,2JHC,-0.142754
1198141,dsgdb9nsd_039776,9,3,3JHC,3.94965
1198142,dsgdb9nsd_039776,9,5,3JHC,3.82959
1198143,dsgdb9nsd_039776,9,10,2JHH,-4.32757
1198144,dsgdb9nsd_039776,9,11,3JHH,5.3772
1198145,dsgdb9nsd_039776,9,12,3JHH,5.23686
1198146,dsgdb9nsd_039776,10,0,1JHC,115.15
1198147,dsgdb9nsd_039776,10,1,2JHC,-1.2142600000000001
1198148,dsgdb9nsd_039776,10,2,2JHC,-0.7526149999999999
1198149,dsgdb9nsd_039776,10,3,3JHC,2.0832900000000003
1198150,dsgdb9nsd_039776,10,5,3JHC,2.24512
1198151,dsgdb9nsd_039776,10,11,3JHH,1.41126
1198152,dsgdb9nsd_039776,10,12,3JHH,1.6717400000000002
1198153,dsgdb9nsd_039776,11,0,2JHC,1.4003
1198154,dsgdb9nsd_039776,11,1,1JHC,108.611
1198155,dsgdb9nsd_039776,11,2,2JHC,-0.48710299999999995
1198156,dsgdb9nsd_039776,11,3,3JHC,0.755366
1198157,dsgdb9nsd_039776,11,5,2JHC,5.2764
1198158,dsgdb9nsd_039776,11,6,3JHC,3.60125
1198159,dsgdb9nsd_039776,11,12,3JHH,6.4756800000000005
1198160,dsgdb9nsd_039776,11,14,3JHH,1.40846
1198161,dsgdb9nsd_039776,12,0,2JHC,1.7007599999999998
1198162,dsgdb9nsd_039776,12,1,2JHC,-0.476814
1198163,dsgdb9nsd_039776,12,2,1JHC,107.684
1198164,dsgdb9nsd_039776,12,3,2JHC,5.60161
1198165,dsgdb9nsd_039776,12,5,3JHC,1.09107
1198166,dsgdb9nsd_039776,12,6,3JHC,3.49851
1198167,dsgdb9nsd_039776,12,13,3JHH,1.36415
1198168,dsgdb9nsd_039776,13,0,3JHC,0.584108
1198169,dsgdb9nsd_039776,13,1,3JHC,1.28465
1198170,dsgdb9nsd_039776,13,2,2JHC,8.32425
1198171,dsgdb9nsd_039776,13,3,1JHC,98.0708
1198172,dsgdb9nsd_039776,13,5,3JHC,8.197519999999999
1198173,dsgdb9nsd_039776,13,6,2JHC,-0.903602
1198174,dsgdb9nsd_039776,13,7,3JHC,1.78372
1198175,dsgdb9nsd_039776,13,8,3JHN,0.162426
1198176,dsgdb9nsd_039776,14,0,3JHC,0.42813100000000004
1198177,dsgdb9nsd_039776,14,1,2JHC,8.12159
1198178,dsgdb9nsd_039776,14,2,3JHC,1.40921
1198179,dsgdb9nsd_039776,14,3,3JHC,7.9554
1198180,dsgdb9nsd_039776,14,5,1JHC,100.189
1198181,dsgdb9nsd_039776,14,6,2JHC,-1.2018799999999998
1198182,dsgdb9nsd_039776,14,7,3JHC,1.56345
1198183,dsgdb9nsd_039776,14,8,3JHN,-0.20879499999999998
1198184,dsgdb9nsd_039776,15,3,3JHC,1.46218
1198185,dsgdb9nsd_039776,15,5,3JHC,1.7989099999999998
1198186,dsgdb9nsd_039776,15,6,2JHC,-2.2319299999999997
1198187,dsgdb9nsd_039776,15,7,1JHC,113.568
1198188,dsgdb9nsd_039776,15,8,2JHN,5.120419999999999
1198189,dsgdb9nsd_039776,15,16,2JHH,1.16478
1198190,dsgdb9nsd_039776,15,17,3JHH,5.94981
1198191,dsgdb9nsd_039776,16,3,3JHC,2.62747
1198192,dsgdb9nsd_039776,16,5,3JHC,1.4181
1198193,dsgdb9nsd_039776,16,6,2JHC,-2.02078
1198194,dsgdb9nsd_039776,16,7,1JHC,109.53399999999999
1198195,dsgdb9nsd_039776,16,8,2JHN,0.12964
1198196,dsgdb9nsd_039776,16,17,3JHH,9.75741
1198197,dsgdb9nsd_039776,17,3,3JHC,5.39827
1198198,dsgdb9nsd_039776,17,5,3JHC,5.53564
1198199,dsgdb9nsd_039776,17,6,2JHC,-1.5691
1198200,dsgdb9nsd_039776,17,7,2JHC,-0.962211
1198201,dsgdb9nsd_039776,17,8,1JHN,37.6349
1200939,dsgdb9nsd_039841,9,0,1JHC,124.26299999999999
1200940,dsgdb9nsd_039841,9,1,2JHC,-1.8215299999999999
1200941,dsgdb9nsd_039841,9,2,3JHC,3.22309
1200942,dsgdb9nsd_039841,9,5,3JHC,5.71744
1200943,dsgdb9nsd_039841,9,8,2JHN,0.164303
1200944,dsgdb9nsd_039841,9,10,2JHH,2.4670099999999997
1200945,dsgdb9nsd_039841,9,11,3JHH,0.83906
1200946,dsgdb9nsd_039841,10,0,1JHC,107.98899999999999
1200947,dsgdb9nsd_039841,10,1,2JHC,1.11066
1200948,dsgdb9nsd_039841,10,2,3JHC,1.16489
1200949,dsgdb9nsd_039841,10,5,3JHC,4.17995
1200950,dsgdb9nsd_039841,10,8,2JHN,5.59782
1200951,dsgdb9nsd_039841,10,11,3JHH,2.9403
1200952,dsgdb9nsd_039841,11,0,2JHC,-0.088065
1200953,dsgdb9nsd_039841,11,1,1JHC,106.806
1200954,dsgdb9nsd_039841,11,2,2JHC,12.9764
1200955,dsgdb9nsd_039841,11,4,3JHC,-0.204369
1200956,dsgdb9nsd_039841,11,5,3JHC,3.6221
1200957,dsgdb9nsd_039841,11,8,2JHN,4.99364
1200958,dsgdb9nsd_039841,11,12,3JHH,0.49822799999999995
1200959,dsgdb9nsd_039841,12,0,3JHC,0.228096
1200960,dsgdb9nsd_039841,12,1,2JHC,13.9265
1200961,dsgdb9nsd_039841,12,2,1JHC,118.406
1200962,dsgdb9nsd_039841,12,4,2JHC,0.599356
1200963,dsgdb9nsd_039841,12,5,3JHC,1.67267
1200964,dsgdb9nsd_039841,12,8,3JHN,-0.160396
1200965,dsgdb9nsd_039841,12,13,3JHH,1.29035
1200966,dsgdb9nsd_039841,13,1,3JHC,0.9489299999999999
1200967,dsgdb9nsd_039841,13,2,2JHC,0.8504729999999999
1200968,dsgdb9nsd_039841,13,4,1JHC,121.499
1200969,dsgdb9nsd_039841,13,5,2JHC,9.15606
1200970,dsgdb9nsd_039841,13,6,3JHC,1.12906
1200971,dsgdb9nsd_039841,13,7,3JHC,-0.074258
1200972,dsgdb9nsd_039841,13,8,3JHN,-0.058459000000000004
1200973,dsgdb9nsd_039841,14,4,3JHC,2.39184
1200974,dsgdb9nsd_039841,14,5,2JHC,-1.7073
1200975,dsgdb9nsd_039841,14,6,1JHC,107.024
1200976,dsgdb9nsd_039841,14,7,2JHC,-0.9448040000000001
1200977,dsgdb9nsd_039841,14,8,3JHN,1.59687
1200978,dsgdb9nsd_039841,14,15,2JHH,-3.22762
1200979,dsgdb9nsd_039841,14,16,3JHH,4.86869
1200980,dsgdb9nsd_039841,14,17,3JHH,8.433810000000001
1200981,dsgdb9nsd_039841,15,4,3JHC,4.72676
1200982,dsgdb9nsd_039841,15,5,2JHC,0.42189499999999996
1200983,dsgdb9nsd_039841,15,6,1JHC,104.14299999999999
1200984,dsgdb9nsd_039841,15,7,2JHC,-1.35217
1200985,dsgdb9nsd_039841,15,8,3JHN,1.27815
1200986,dsgdb9nsd_039841,15,16,3JHH,8.3275
1200987,dsgdb9nsd_039841,15,17,3JHH,4.79751
1200988,dsgdb9nsd_039841,16,4,3JHC,4.32771
1200989,dsgdb9nsd_039841,16,5,2JHC,0.493428
1200990,dsgdb9nsd_039841,16,6,2JHC,-1.36271
1200991,dsgdb9nsd_039841,16,7,1JHC,105.176
1200992,dsgdb9nsd_039841,16,8,3JHN,0.08415
1200993,dsgdb9nsd_039841,16,17,2JHH,-3.72321
1200994,dsgdb9nsd_039841,17,4,3JHC,1.03934
1200995,dsgdb9nsd_039841,17,5,2JHC,-1.51773
1200996,dsgdb9nsd_039841,17,6,2JHC,-0.975618
1200997,dsgdb9nsd_039841,17,7,1JHC,107.124
1200998,dsgdb9nsd_039841,17,8,3JHN,1.6456099999999998
1201122,dsgdb9nsd_039849,9,0,1JHC,114.51299999999999
1201123,dsgdb9nsd_039849,9,2,2JHC,-0.679845
1201124,dsgdb9nsd_039849,9,3,3JHC,1.30849
1201125,dsgdb9nsd_039849,9,8,3JHC,-0.173939
1201126,dsgdb9nsd_039849,9,10,2JHH,6.4172199999999995
1201127,dsgdb9nsd_039849,10,0,1JHC,114.573
1201128,dsgdb9nsd_039849,10,2,2JHC,-0.548829
1201129,dsgdb9nsd_039849,10,3,3JHC,-0.123449
1201130,dsgdb9nsd_039849,10,8,3JHC,1.37039
1201131,dsgdb9nsd_039849,11,0,3JHC,0.031077999999999998
1201132,dsgdb9nsd_039849,11,2,2JHC,1.7372599999999998
1201133,dsgdb9nsd_039849,11,3,1JHC,118.664
1201134,dsgdb9nsd_039849,11,4,2JHN,0.362935
1201135,dsgdb9nsd_039849,11,5,2JHC,0.488882
1201136,dsgdb9nsd_039849,11,6,3JHC,2.26095
1201137,dsgdb9nsd_039849,11,8,3JHC,3.78395
1201138,dsgdb9nsd_039849,11,12,3JHH,9.03812
1201139,dsgdb9nsd_039849,11,13,3JHH,3.56437
1201140,dsgdb9nsd_039849,12,2,3JHC,5.10618
1201141,dsgdb9nsd_039849,12,3,2JHC,-0.56594
1201142,dsgdb9nsd_039849,12,4,1JHN,31.8332
1201143,dsgdb9nsd_039849,12,5,2JHC,0.553841
1201144,dsgdb9nsd_039849,12,6,3JHC,4.3807599999999995
1201145,dsgdb9nsd_039849,12,13,3JHH,7.720269999999999
1201146,dsgdb9nsd_039849,13,2,3JHC,1.7056
1201147,dsgdb9nsd_039849,13,3,2JHC,0.43732299999999996
1201148,dsgdb9nsd_039849,13,4,2JHN,0.30294299999999996
1201149,dsgdb9nsd_039849,13,5,1JHC,114.259
1201150,dsgdb9nsd_039849,13,6,2JHC,10.0303
1201151,dsgdb9nsd_039849,13,8,3JHC,0.9044760000000001
1201152,dsgdb9nsd_039849,13,14,3JHH,0.637043
