molecule_name,atom_index,atom,x,y,z
dsgdb9nsd_013180,12,H,-0.9000723351000001,0.022520605699999998,2.511664998
dsgdb9nsd_013180,13,H,0.4029114089,-2.69172586,0.6475592477000001
dsgdb9nsd_013180,14,H,1.801105028,-2.4921797480000003,1.738081837
dsgdb9nsd_013224,0,C,-0.053412352999999996,-3.8370068710000003,-0.1356183896
dsgdb9nsd_013224,1,C,-0.0310246908,-2.6305071190000002,-0.08733277140000001
dsgdb9nsd_013224,2,C,-0.0067292401000000005,-1.27166362,-0.034048951800000005
dsgdb9nsd_013224,3,C,0.0164407359,-0.0617497325,0.015065272900000001
dsgdb9nsd_013224,4,C,0.0502970807,1.3783235319999998,0.0804888364
dsgdb9nsd_013224,5,C,-0.10101155269999999,2.075093733,1.465453527
dsgdb9nsd_013224,6,O,1.077902846,2.8665930389999996,1.23813148
dsgdb9nsd_013224,7,C,1.429468821,2.102426043,0.0717541597
dsgdb9nsd_013224,8,H,-0.0725313468,-4.897723771,-0.17739572739999998
dsgdb9nsd_013224,9,H,-0.6305723873,1.8102550880000001,-0.6587248502
dsgdb9nsd_013224,10,H,-0.9960656098,2.690183755,1.6032157280000001
dsgdb9nsd_013224,11,H,0.012933541599999999,1.391662934,2.31568106
dsgdb9nsd_013224,12,H,2.278561823,1.4321216140000002,0.2525326159
dsgdb9nsd_013224,13,H,1.6379807919999998,2.737224157,-0.7954201384999999
dsgdb9nsd_013268,0,C,-0.6592171439,1.5444747369999998,-0.1880480162
dsgdb9nsd_013268,1,C,0.2771552691,0.3774580116,0.17455406629999998
dsgdb9nsd_013268,2,C,0.9922708012,-0.166107717,-0.9746632184999999
dsgdb9nsd_013268,3,C,1.566738259,-0.6033270922999999,-1.9398798769999999
dsgdb9nsd_013268,4,C,2.271976758,-1.128571113,-3.0942542630000003
dsgdb9nsd_013268,5,C,3.694876532,-1.715931154,-2.8755239410000004
dsgdb9nsd_013268,6,C,3.103149638,-3.001523164,-3.4817484910000003
dsgdb9nsd_013268,7,O,1.783217421,-2.421882281,-3.547688229
dsgdb9nsd_013268,8,H,-0.09628569599999999,2.372139566,-0.6279736742
dsgdb9nsd_013268,9,H,-1.4124754330000002,1.2259653179999999,-0.9134733247
dsgdb9nsd_013268,10,H,-1.172925617,1.912746737,0.7049741212999999
dsgdb9nsd_013268,11,H,1.00248624,0.7079703135,0.9293835429
dsgdb9nsd_013268,12,H,-0.3019827869,-0.4257393607,0.6481256315999999
dsgdb9nsd_013268,13,H,2.2302827709999997,-0.40153139880000005,-3.917302502
dsgdb9nsd_013268,14,H,4.494055986,-1.2319344190000001,-3.437915967
dsgdb9nsd_013268,15,H,3.977797443,-1.792884947,-1.82584655
dsgdb9nsd_013268,16,H,3.482386378,-3.2649652760000003,-4.477390491
dsgdb9nsd_013268,17,H,3.125612792,-3.89428324,-2.8464436089999996
dsgdb9nsd_013295,0,C,-0.5235157656,-0.6693723467,-0.9579633776
dsgdb9nsd_013295,1,C,-0.13385143289999998,0.1580032389,-0.18008987329999998
dsgdb9nsd_013295,2,C,0.3357722792,1.153033891,0.7791807379000001
dsgdb9nsd_013295,3,C,1.628695395,1.8069682130000002,0.3737966557
dsgdb9nsd_013295,4,N,2.7006137210000003,1.79896506,1.05171406
dsgdb9nsd_013295,5,C,3.6807104280000003,2.58218157,0.28222873519999997
dsgdb9nsd_013295,6,C,2.92406266,3.003348228,-1.0052454370000001
dsgdb9nsd_013295,7,O,1.5937181569999999,2.468787476,-0.8116548241
dsgdb9nsd_013295,8,H,-0.8676073711,-1.397718522,-1.649702896
dsgdb9nsd_013295,9,H,-0.4250977372,1.9360684559999999,0.8960654353
dsgdb9nsd_013295,10,H,0.49491377270000003,0.7003058882,1.761394964
dsgdb9nsd_013295,11,H,4.016247497,3.440954651,0.8733209551000001
dsgdb9nsd_013295,12,H,4.562769963,1.969921434,0.0693811257
dsgdb9nsd_013295,13,H,2.841324269,4.085481945,-1.135639621
dsgdb9nsd_013295,14,H,3.337608705,2.5663013269999997,-1.918393569
dsgdb9nsd_013564,0,C,-0.6079986994,1.265186267,0.092464184
dsgdb9nsd_013564,1,C,-0.059446535300000006,-0.14415439160000001,0.0887762125
dsgdb9nsd_013564,2,C,1.363323377,-0.39196278560000003,-0.3466642983
dsgdb9nsd_013564,3,C,0.9783165219,-0.6044466652,1.096443935
dsgdb9nsd_013564,4,N,1.455805929,0.2763442613,2.121011523
dsgdb9nsd_013564,5,C,0.5895614765999999,0.5000749855,3.270109969
dsgdb9nsd_013564,6,C,2.768697497,0.6582960457,2.192471613
dsgdb9nsd_013564,7,O,3.268061002,1.2894874809999999,3.100602265
dsgdb9nsd_013564,8,H,0.12971519539999998,1.974557436,0.4782919493
dsgdb9nsd_013564,9,H,-0.8756611995999999,1.57977881,-0.9218108432
dsgdb9nsd_013564,10,H,-1.5079559999999999,1.343740248,0.7114821567
dsgdb9nsd_013564,11,H,-0.7789652953,-0.9097874456999999,-0.1882742366
dsgdb9nsd_013564,12,H,1.600628231,-1.266196602,-0.9419706174
dsgdb9nsd_013564,13,H,1.9557406000000002,0.48408616320000003,-0.5861973658
dsgdb9nsd_013564,14,H,0.8850308478,-1.641723601,1.419440152
dsgdb9nsd_013564,15,H,0.3249762134,-0.451393775,3.749025604
dsgdb9nsd_013564,16,H,1.13298188,1.121275335,3.9818564260000002
dsgdb9nsd_013564,17,H,-0.3332819212,1.002604323,2.9670011819999997
dsgdb9nsd_013564,18,H,3.337409659,0.3320375307,1.303782979
dsgdb9nsd_013704,0,C,0.008147327,1.64472364,0.0406024623
dsgdb9nsd_013704,1,C,0.015432946699999998,0.10503448779999999,0.027342005099999997
dsgdb9nsd_013704,2,C,0.6627389421000001,-0.4552002264,-1.1537054340000001
dsgdb9nsd_013704,3,C,1.209406398,-0.8987293481,-2.1323474630000003
dsgdb9nsd_013704,4,C,1.8436611719999998,-1.3964201569999999,-3.3225494139999996
dsgdb9nsd_013704,5,O,3.1218129639999996,-2.04843669,-3.183593875
dsgdb9nsd_013704,6,C,2.01299052,-2.8423606439999998,-3.598972466
dsgdb9nsd_013704,7,C,1.5410050709999998,-3.918710188,-2.659177552
dsgdb9nsd_013704,8,H,1.027974175,2.0377895,0.0186460692
dsgdb9nsd_013704,9,H,-0.5241957769,2.038477581,-0.8293994693000001
dsgdb9nsd_013704,10,H,-0.48589920270000003,2.014599428,0.9438519693999999
dsgdb9nsd_013704,11,H,0.5243235954,-0.26810524129999996,0.9253285464
dsgdb9nsd_013704,12,H,-1.014942352,-0.2685659787,0.0889520593
dsgdb9nsd_013704,13,H,1.7911875030000002,-0.728110624,-4.182550834
dsgdb9nsd_013704,14,H,2.049710668,-3.1256550080000003,-4.653424287
dsgdb9nsd_013704,15,H,1.4503234719999998,-3.53302441,-1.641727603
dsgdb9nsd_013704,16,H,0.5656358837,-4.300670093,-2.9791834280000002
dsgdb9nsd_013704,17,H,2.2468810830000003,-4.755662098999999,-2.656759697
dsgdb9nsd_013905,0,C,0.234334988,1.4612175930000002,0.2904695289
dsgdb9nsd_013905,1,C,-0.0493583768,0.0117969175,-0.0279370027
dsgdb9nsd_013905,2,C,0.6242930238000001,-0.7330804213,-1.152130345
dsgdb9nsd_013905,3,C,1.630983796,-0.1042835026,-2.0884352809999998
dsgdb9nsd_013905,4,N,0.930388806,-1.044741882,0.23253050379999998
dsgdb9nsd_013905,5,C,2.189036604,-0.8846319076000001,0.8165275540000001
dsgdb9nsd_013905,6,N,2.118293484,-0.4347387196,2.12345181
dsgdb9nsd_013905,7,O,3.236519303,-1.148753595,0.2616168139
dsgdb9nsd_013905,8,H,1.247826666,1.759362928,0.0165926947
dsgdb9nsd_013905,9,H,-0.4719745703,2.102648697,-0.2472586909
dsgdb9nsd_013905,10,H,0.1149684751,1.6552961830000001,1.361065582
dsgdb9nsd_013905,11,H,-1.06919432,-0.29192838600000004,0.21066943059999998
dsgdb9nsd_013905,12,H,0.0270692461,-1.5119971140000001,-1.6267744119999998
dsgdb9nsd_013905,13,H,2.200880121,0.6993586767000001,-1.620954543
dsgdb9nsd_013905,14,H,2.350709581,-0.8542750351999999,-2.424492356
dsgdb9nsd_013905,15,H,1.1116203740000001,0.29819077780000003,-2.964893967
dsgdb9nsd_013905,16,H,1.262662309,-0.6090428602,2.626971121
dsgdb9nsd_013905,17,H,2.9665321510000005,-0.5789313804,2.649486029
dsgdb9nsd_013977,0,C,0.0240239923,1.528674273,0.0069031992000000006
dsgdb9nsd_013977,1,C,-0.0408706608,0.0049759932,-0.11772462730000001
dsgdb9nsd_013977,2,C,-1.454427978,-0.5532148387,0.11319829890000001
dsgdb9nsd_013977,3,C,-1.498180354,-2.0462562930000003,0.034328259900000005
dsgdb9nsd_013977,4,C,-1.6238443580000002,-2.889348467,-1.1995991670000001
dsgdb9nsd_013977,5,C,-2.596009182,-3.087022443,-0.0494283331
dsgdb9nsd_013977,6,C,-1.861122397,-3.767747881,1.096188432
dsgdb9nsd_013977,7,O,-0.7927545122,-2.7841662289999998,1.050082745
dsgdb9nsd_013977,8,H,1.040888314,1.8982245169999998,-0.1579059394
dsgdb9nsd_013977,9,H,-0.6300365001,2.01642073,-0.7249858836
dsgdb9nsd_013977,10,H,-0.2921996717,1.858950857,1.0026973590000001
dsgdb9nsd_013977,11,H,0.3073872728,-0.3037893627,-1.111094264
dsgdb9nsd_013977,12,H,0.6408058145000001,-0.4583110826,0.604723543
dsgdb9nsd_013977,13,H,-1.8178928859999999,-0.2344681723,1.098788532
dsgdb9nsd_013977,14,H,-2.147280104,-0.141209732,-0.6314456956000001
dsgdb9nsd_013977,15,H,-2.048745077,-2.39270279,-2.066756576
dsgdb9nsd_013977,16,H,-0.8716972057,-3.642285575,-1.421103724
dsgdb9nsd_013977,17,H,-3.667675884,-2.9803939689999996,-0.1517142204
dsgdb9nsd_013977,18,H,-2.3901335980000002,-3.7154092239999996,2.05479377
dsgdb9nsd_013977,19,H,-1.493920725,-4.788506983,0.9327870009
dsgdb9nsd_014026,0,C,-0.374598479,1.08039305,-0.1848431084
dsgdb9nsd_014026,1,O,0.4863014616,-0.0067345692,0.09960625140000001
dsgdb9nsd_014026,2,C,0.9604237978,-0.6339866318,-1.048857221
dsgdb9nsd_014026,3,C,1.547554481,-2.0016323540000003,-0.8724166276
dsgdb9nsd_014026,4,C,0.23190122010000003,-1.834723005,-1.5817086830000002
dsgdb9nsd_014026,5,C,-1.141187403,-2.343879212,-1.162850022
dsgdb9nsd_014026,6,O,-1.50746684,-2.53938533,-2.549232966
dsgdb9nsd_014026,7,C,-0.1885766536,-2.166968841,-3.007971958
dsgdb9nsd_014026,8,H,0.1471631545,1.866687779,-0.7511415092
dsgdb9nsd_014026,9,H,-1.256537355,0.7679192613,-0.7608449519
dsgdb9nsd_014026,10,H,-0.6992999443000001,1.491735298,0.7735091717
dsgdb9nsd_014026,11,H,1.429506208,0.037637256200000004,-1.772145057
dsgdb9nsd_014026,12,H,2.429429167,-2.262959476,-1.4487481690000001
dsgdb9nsd_014026,13,H,1.5165826969999998,-2.417221199,0.1300340517
dsgdb9nsd_014026,14,H,-1.14280881,-3.2891529630000003,-0.6033058759000001
dsgdb9nsd_014026,15,H,-1.798236416,-1.628320825,-0.6542646669
dsgdb9nsd_014026,16,H,-0.21780276129999998,-1.330316675,-3.718810107
dsgdb9nsd_014026,17,H,0.3366378949,-3.013518483,-3.471949093
dsgdb9nsd_014039,0,C,0.11203325800000001,1.7215181990000001,-0.1004847165
dsgdb9nsd_014039,1,C,1.6188919730000002,1.431731644,0.1186904856
dsgdb9nsd_014039,2,C,1.2473859870000001,-0.019272483400000002,0.5935730153000001
dsgdb9nsd_014039,3,C,-0.1477554177,0.193320413,-0.07637681190000001
dsgdb9nsd_014039,4,C,2.1150662909999998,-1.222219413,0.1523317162
dsgdb9nsd_014039,5,C,2.8731506710000003,-1.7085499219999998,1.414928549
dsgdb9nsd_014039,6,C,2.097202086,-1.066383543,2.539860023
dsgdb9nsd_014039,7,C,1.22499881,-0.1639628552,2.094579386
dsgdb9nsd_014039,8,H,-0.3370991423,2.22767148,0.7587948656999999
dsgdb9nsd_014039,9,H,-0.17073999780000002,2.266647409,-1.003982878
dsgdb9nsd_014039,10,H,2.1715534780000003,1.406759546,-0.8258028761
dsgdb9nsd_014039,11,H,2.16386549,2.063440109,0.825233489
dsgdb9nsd_014039,12,H,-1.0220156740000002,-0.17230014100000002,0.4698157654
dsgdb9nsd_014039,13,H,-0.1667610451,-0.231679443,-1.085187409
dsgdb9nsd_014039,14,H,1.45391151,-2.0196964019999997,-0.2054882375
dsgdb9nsd_014039,15,H,2.78471489,-0.9688551081,-0.6747795781
dsgdb9nsd_014039,16,H,2.905679765,-2.801755832,1.4896016280000002
dsgdb9nsd_014039,17,H,3.919705454,-1.3730018730000002,1.4240468590000002
dsgdb9nsd_014039,18,H,2.272174512,-1.304846476,3.583644333
dsgdb9nsd_014039,19,H,0.580618952,0.44563310030000003,2.720746352
dsgdb9nsd_014052,0,C,-0.1124659025,1.4360220419999998,-0.12932814310000001
dsgdb9nsd_014052,1,O,1.150251413,1.6895867340000001,0.5148806679
dsgdb9nsd_014052,2,C,1.473259135,0.2845837524,0.5287032194
dsgdb9nsd_014052,3,C,0.08511517630000001,-0.10053463650000001,-0.0256528367
dsgdb9nsd_014052,4,C,-0.8862966506000001,-0.8124778506999999,0.9235576714
dsgdb9nsd_014052,5,C,-2.0741620480000003,-1.155437645,0.0128705928
dsgdb9nsd_014052,6,C,-1.4137539280000002,-1.59155971,-1.318446484
dsgdb9nsd_014052,7,C,-0.0064420678,-0.9244835908,-1.32405756
dsgdb9nsd_014052,8,H,-0.9548892623999999,1.8589076480000002,0.4340213858
dsgdb9nsd_014052,9,H,-0.1348959989,1.832960149,-1.1540021740000002
dsgdb9nsd_014052,10,H,2.318482232,0.052372920999999996,-0.13447117220000002
dsgdb9nsd_014052,11,H,1.705959664,-0.0751308513,1.539465567
dsgdb9nsd_014052,12,H,-0.41943563100000003,-1.733085821,1.299736658
dsgdb9nsd_014052,13,H,-1.15599253,-0.2045399394,1.792694992
dsgdb9nsd_014052,14,H,-2.73405794,-1.91958459,0.4324333542
dsgdb9nsd_014052,15,H,-2.684775928,-0.2579370339,-0.1444793643
dsgdb9nsd_014052,16,H,-1.317502635,-2.6807998769999997,-1.359171775
dsgdb9nsd_014052,17,H,-2.014229087,-1.2995399779999999,-2.183982183
dsgdb9nsd_014052,18,H,0.1630368872,-0.3030217948,-2.208393074
dsgdb9nsd_014052,19,H,0.7783644893,-1.6893401190000001,-1.326923652
dsgdb9nsd_014162,0,C,-0.107335006,1.509508232,-0.044157987999999995
dsgdb9nsd_014162,1,C,-0.0411727846,-0.0103287243,-0.027349769700000002
dsgdb9nsd_014162,2,O,-1.288051794,-0.5806782838,-0.3123116656
dsgdb9nsd_014162,3,C,1.268904082,-0.6274618113,-0.6890216029
dsgdb9nsd_014162,4,O,1.9649675130000002,-0.2106271981,0.5279618965
dsgdb9nsd_014162,5,C,0.7329368972,-0.6399515835,1.188958838
dsgdb9nsd_014162,6,C,0.6982321131,-2.135320932,0.8451372689
dsgdb9nsd_014162,7,C,1.0667892509999999,-2.124493436,-0.43776553079999997
dsgdb9nsd_014162,8,H,0.8589563606,1.945875416,0.2073271586
dsgdb9nsd_014162,9,H,-0.3983395019,1.867643749,-1.040406832
dsgdb9nsd_014162,10,H,-0.8574837138,1.86267938,0.6717492482999999
dsgdb9nsd_014162,11,H,-1.7901495509999998,0.0398461292,-0.8488655444
dsgdb9nsd_014162,12,H,1.7180021859999999,-0.2686616597,-1.61514885
dsgdb9nsd_014162,13,H,0.6233647674,-0.30051939780000003,2.218772875
dsgdb9nsd_014162,14,H,0.40880786840000005,-2.947673127,1.494175255
dsgdb9nsd_014162,15,H,1.166299723,-2.9273365019999997,-1.152465968
dsgdb9nsd_014237,0,C,0.35726759880000003,1.58625922,0.021793356099999998
dsgdb9nsd_014237,1,C,0.0926062144,0.0891213229,0.0334155448
dsgdb9nsd_014237,2,C,0.8759570426000001,-0.828137895,-0.9651907037999999
dsgdb9nsd_014237,3,C,1.308905422,-1.7529429619999999,0.2095397298
dsgdb9nsd_014237,4,C,2.629563218,-1.387175087,0.9179682602
dsgdb9nsd_014237,5,C,3.865430079,-0.9474517056999999,0.1625931134
dsgdb9nsd_014237,6,O,1.975317005,-0.3038717535,1.636703477
dsgdb9nsd_014237,7,C,0.6688795084,-0.7447053005,1.203630878
dsgdb9nsd_014237,8,H,1.416805263,1.787415971,0.20142137579999997
dsgdb9nsd_014237,9,H,0.0777053204,2.026261896,-0.9415695322
dsgdb9nsd_014237,10,H,-0.2166058975,2.097944064,0.8023737573
dsgdb9nsd_014237,11,H,-0.9830063978,-0.1073240616,-0.0475153672
dsgdb9nsd_014237,12,H,0.2471951668,-1.320809827,-1.7100688119999998
dsgdb9nsd_014237,13,H,1.696953725,-0.3359219821,-1.492954631
dsgdb9nsd_014237,14,H,1.0471719309999998,-2.8080445110000003,0.1411217717
dsgdb9nsd_014237,15,H,2.9064210360000002,-2.177772151,1.632865896
dsgdb9nsd_014237,16,H,3.6429593469999997,-0.1609601491,-0.5626528363000001
dsgdb9nsd_014237,17,H,4.610100136000001,-0.5579680491,0.8641744198000001
dsgdb9nsd_014237,18,H,4.309999109,-1.797407929,-0.36658751479999996
dsgdb9nsd_014237,19,H,0.0206730635,-1.000112051,2.047804848
dsgdb9nsd_014287,0,C,-0.4611444746,1.310843043,-0.2219423029
dsgdb9nsd_014287,1,N,0.0320412701,-0.04809924559999999,-0.056771284299999995
dsgdb9nsd_014287,2,C,1.418426575,-0.4138140697,-0.3108456564
dsgdb9nsd_014287,3,C,2.487381916,0.6600360372,-0.37648194240000005
dsgdb9nsd_014287,4,C,2.44438983,1.382490005,0.980458479
dsgdb9nsd_014287,5,O,3.026321795,2.399648137,1.249736734
dsgdb9nsd_014287,6,C,1.5321964909999999,0.5944678449,1.935442927
dsgdb9nsd_014287,7,C,0.8425539273999999,-0.453358518,1.083047923
dsgdb9nsd_014287,8,H,-0.7082515015,1.465475319,-1.276834265
dsgdb9nsd_014287,9,H,-1.3834142280000001,1.4190677090000001,0.3572622702
dsgdb9nsd_014287,10,H,0.2215544371,2.117214495,0.0830322656
dsgdb9nsd_014287,11,H,1.5569038469999998,-1.3129800870000001,-0.904975876
dsgdb9nsd_014287,12,H,3.4794586030000003,0.2082249914,-0.5006312149000001
dsgdb9nsd_014287,13,H,2.368540237,1.383738704,-1.189057372
dsgdb9nsd_014287,14,H,2.156637591,0.11742397939999999,2.70112228
dsgdb9nsd_014287,15,H,0.8603564437000001,1.28020272,2.461321645
dsgdb9nsd_014287,16,H,0.5396128103,-1.382834935,1.55735254
dsgdb9nsd_014480,0,C,-0.048474285199999995,1.448425155,0.08375465110000001
dsgdb9nsd_014480,1,C,0.036491044300000004,-0.045273304900000005,-0.0206444698
dsgdb9nsd_014480,2,C,0.7212474826999999,-0.7360781302,-1.2287130929999999
dsgdb9nsd_014480,3,C,0.4650475111,-2.145911085,-0.7229350199
dsgdb9nsd_014480,4,C,0.4805928371,-1.992419835,0.7950511214
dsgdb9nsd_014480,5,O,0.7153298640000001,-0.6325041505,1.09605866
dsgdb9nsd_014480,6,C,-0.8368032497,-2.016161948,0.0621792859
dsgdb9nsd_014480,7,O,-1.253615486,-0.6679964889,0.00034146949999999996
dsgdb9nsd_014480,8,H,0.9549726444,1.8796790890000001,0.0991828116
dsgdb9nsd_014480,9,H,-0.5954817162,1.852640624,-0.77095102
dsgdb9nsd_014480,10,H,-0.5690442520000001,1.726591402,1.002683468
dsgdb9nsd_014480,11,H,0.21312410469999998,-0.5092310463,-2.168432299
dsgdb9nsd_014480,12,H,1.781054104,-0.4810827442,-1.29593512
dsgdb9nsd_014480,13,H,0.7666822224,-3.0478474189999996,-1.235996085
dsgdb9nsd_014480,14,H,0.8462394647,-2.702281183,1.52191458
dsgdb9nsd_014480,15,H,-1.62740252,-2.746837225,0.1458384489
dsgdb9nsd_014484,0,C,-0.007341409100000001,1.50546292,-0.0027393521999999997
dsgdb9nsd_014484,1,C,0.0110758379,0.0130800169,0.01628994
dsgdb9nsd_014484,2,C,0.2323902434,-0.9894693165999999,-1.1099924890000001
dsgdb9nsd_014484,3,C,0.8339424853,-2.007143759,-0.0989197841
dsgdb9nsd_014484,4,C,0.6164389595,-1.008900411,1.033774356
dsgdb9nsd_014484,5,C,-0.4731084248,-2.01554794,0.684761269
dsgdb9nsd_014484,6,C,-1.101572925,-3.087253105,1.5120363730000002
dsgdb9nsd_014484,7,C,-1.079408703,-0.9929583051,-0.3315495033
dsgdb9nsd_014484,8,H,1.007416482,1.921109468,-0.0202091662
dsgdb9nsd_014484,9,H,-0.5315643943,1.873176305,-0.8921232179999999
dsgdb9nsd_014484,10,H,-0.5203519984,1.913560306,0.8766000539
dsgdb9nsd_014484,11,H,0.4054454986,-0.8122699759,-2.163764616
dsgdb9nsd_014484,12,H,1.5820152969999999,-2.783480022,-0.1962299652
dsgdb9nsd_014484,13,H,1.1665616970000001,-0.8832069106,1.958158478
dsgdb9nsd_014484,14,H,-1.848489634,-2.677408436,2.202761761
dsgdb9nsd_014484,15,H,-1.6005595590000001,-3.838318688,0.8877641779000001
dsgdb9nsd_014484,16,H,-0.3445765635,-3.6048232860000002,2.112123865
dsgdb9nsd_014484,17,H,-2.0897400790000003,-0.8192985407,-0.68081979
dsgdb9nsd_014485,0,C,-0.0360726044,1.500400401,-0.0121543002
dsgdb9nsd_014485,1,C,0.010236783499999999,0.0074299051,0.0165917366
dsgdb9nsd_014485,2,C,-0.0684152554,-1.013231322,-1.112479969
dsgdb9nsd_014485,3,C,0.7924489704000001,-2.012220157,-0.2886123445
dsgdb9nsd_014485,4,C,0.8849343341,-0.9841344609999999,0.8512871664
dsgdb9nsd_014485,5,C,-0.24230605440000003,-2.008908293,0.810139507
dsgdb9nsd_014485,6,O,-0.5529962943,-3.0414266480000003,1.653678332
dsgdb9nsd_014485,7,C,-1.128949192,-1.006905526,-0.0142420199
dsgdb9nsd_014485,8,H,0.9302063849,1.927635117,-0.3052853611
dsgdb9nsd_014485,9,H,-0.7853878829000001,1.8484454190000001,-0.7318652131000001
dsgdb9nsd_014485,10,H,-0.3009357848,1.914027827,0.9683870661
dsgdb9nsd_014485,11,H,-0.1890748232,-0.8633624212000001,-2.178219695
dsgdb9nsd_014485,12,H,1.499669207,-2.781517768,-0.5666713873
dsgdb9nsd_014485,13,H,1.680119865,-0.8394872922,1.571332657
dsgdb9nsd_014485,14,H,-0.8115907561,-2.671903655,2.506238434
dsgdb9nsd_014485,15,H,-2.196240407,-0.8410655467,-0.0911886985
dsgdb9nsd_015067,0,O,0.142933568,1.280081992,-0.2096766546
dsgdb9nsd_015067,1,C,0.0025363639,-0.0938342133,0.0347877194
dsgdb9nsd_015067,2,C,-1.481720462,-0.49580262630000005,0.1557891777
dsgdb9nsd_015067,3,C,-2.12375417,0.1652250113,1.302135874
dsgdb9nsd_015067,4,N,-2.639342221,0.6495620674,2.214934452
dsgdb9nsd_015067,5,N,-2.1530447980000003,-0.08482135210000001,-1.081647537
dsgdb9nsd_015067,6,C,-2.284096463,-1.115114137,-2.114724364
dsgdb9nsd_015067,7,C,-3.471489757,-0.6554520701,-1.3453823719999998
dsgdb9nsd_015067,8,H,-0.5038497013000001,1.4983745590000002,-0.8942518773999999
dsgdb9nsd_015067,9,H,0.4423204356,-0.7094094299,-0.7673347384999999
dsgdb9nsd_015067,10,H,0.5292820894,-0.3233859502,0.9654487415999999
dsgdb9nsd_015067,11,H,-1.547276923,-1.5850768419999999,0.3260137849
dsgdb9nsd_015067,12,H,-2.120525521,-0.7783437295000001,-3.133418638
dsgdb9nsd_015067,13,H,-1.896599955,-2.10779561,-1.89371254
dsgdb9nsd_015067,14,H,-3.88456246,-1.336891995,-0.6050078404
dsgdb9nsd_015067,15,H,-4.191000227,0.023789104900000003,-1.790995388
dsgdb9nsd_015273,0,C,-0.012928067,0.9320685273999999,0.17034316289999998
dsgdb9nsd_015273,1,O,-0.479846027,-0.1667165517,-0.6013676207
dsgdb9nsd_015273,2,C,0.4836593322,-0.6665611567,-1.464905612
dsgdb9nsd_015273,3,C,1.578322784,-1.55959427,-0.8909596367
dsgdb9nsd_015273,4,O,1.5867195680000001,-1.816525862,0.4764311926
dsgdb9nsd_015273,5,C,0.4619152884,-2.168237344,-1.70427554
dsgdb9nsd_015273,6,O,-0.3936770783,-2.954056708,-0.9407424966
dsgdb9nsd_015273,7,C,-1.753687409,-2.898945864,-1.354340876
dsgdb9nsd_015273,8,H,0.8392650937999999,0.6395369263,0.7928651323
dsgdb9nsd_015273,9,H,0.2785626034,1.775012509,-0.47351821619999995
dsgdb9nsd_015273,10,H,-0.8436193926000001,1.246000759,0.8068925986
dsgdb9nsd_015273,11,H,0.7345851157,-0.0222868498,-2.31100384
dsgdb9nsd_015273,12,H,2.578361711,-1.5078337,-1.310907425
dsgdb9nsd_015273,13,H,0.7900250773,-2.3367217869999997,0.6529515613
dsgdb9nsd_015273,14,H,0.6489801736999999,-2.536965442,-2.713405355
dsgdb9nsd_015273,15,H,-2.144973905,-1.879407175,-1.282961463
dsgdb9nsd_015273,16,H,-1.863913242,-3.262532417,-2.385639225
dsgdb9nsd_015273,17,H,-2.312197166,-3.5579092660000002,-0.685672352
dsgdb9nsd_015314,0,O,0.2487898175,0.0931430843,-0.20905265190000002
dsgdb9nsd_015314,1,C,0.38915054039999997,1.2616015409999999,-0.3800626137
dsgdb9nsd_015314,2,O,0.9676617605,2.062248201,0.5598626764
dsgdb9nsd_015314,3,C,0.9850131941,3.4365433860000003,0.294624502
dsgdb9nsd_015314,4,C,2.121015432,4.191666736,0.8830994122
dsgdb9nsd_015314,5,C,2.05644526,4.011753511,-0.6307735688
dsgdb9nsd_015314,6,C,2.977875464,3.129639937,-1.2855585059999999
dsgdb9nsd_015314,7,N,3.7077968119999998,2.4168767669999998,-1.8305100769999998
dsgdb9nsd_015314,8,H,0.07774117400000001,1.818433203,-1.282238203
dsgdb9nsd_015314,9,H,0.0034495334999999996,3.899987111,0.2516028015
dsgdb9nsd_015314,10,H,1.9451143659999999,5.185795069,1.2749635559999999
dsgdb9nsd_015314,11,H,2.863535415,3.603314793,1.4081885840000001
dsgdb9nsd_015314,12,H,1.766799412,4.874625321,-1.221229621
dsgdb9nsd_015420,0,C,0.3354810446,-2.796854981,0.1744576906
dsgdb9nsd_015420,1,C,-0.0655415068,-1.470949979,0.8322627593999999
dsgdb9nsd_015420,2,C,-1.5493073480000001,-1.198960982,0.6817177389
dsgdb9nsd_015420,3,C,-2.526442455,-1.6264684880000002,1.7206302690000002
dsgdb9nsd_015420,4,N,-2.2690815890000002,-0.2045657883,1.4808379090000001
dsgdb9nsd_015420,5,C,-1.563504995,0.5488693907,2.517300983
dsgdb9nsd_015420,6,C,-2.567663902,1.4333645130000001,3.255546247
dsgdb9nsd_015420,7,O,-3.6118670980000003,0.6792131805,3.8457582589999997
dsgdb9nsd_015420,8,H,1.4120745940000001,-2.970926365,0.2611623983
dsgdb9nsd_015420,9,H,-0.18267026879999998,-3.6405833760000004,0.6417361511
dsgdb9nsd_015420,10,H,0.0820143758,-2.801514205,-0.8912838693999999
dsgdb9nsd_015420,11,H,0.2134706779,-1.4872020819999998,1.8906544840000001
dsgdb9nsd_015420,12,H,0.5012271121,-0.650125697,0.3729128355
dsgdb9nsd_015420,13,H,-1.885369518,-1.2162553870000001,-0.3559367129
dsgdb9nsd_015420,14,H,-3.5141018639999997,-1.9907131009999999,1.447595089
dsgdb9nsd_015420,15,H,-2.121376869,-2.061965735,2.633546515
dsgdb9nsd_015420,16,H,-1.050451375,-0.0992590859,3.24483959
